Opp ID,Opp Name,Type,Stage,Product Flag,CRM Region,Close Date,Start Date,Created Date,Qualified Date,Net New ACV (USD),Opp Owner,Account Owner,Week Start,Days from Qualified,Type,Reporting Region,Reporting Manager,Forecast Category
535,OPP - 535 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,05/01/2025,3/17/2025,3/17/2025,"$4,800",REP 50,REP 50,3/17/2025,105,Not Run-Rate,AMER,Harry Potter,Pipeline
536,OPP - 536 - Net New,Net New,Stage 2,Dash,AMER,05/12/2025,05/12/2025,3/31/2025,04/08/2025,"$4,800",REP 21,NOT ASSIGNED,04/07/2025,42,Not Run-Rate,DASH,Remus Lupin,Pipeline
537,OPP - 537 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,07/01/2025,04/08/2025,04/08/2025,"$4,800",REP 2,NOT ASSIGNED,04/07/2025,83,Not Run-Rate,AMER,Hermione Granger,Pipeline
538,OPP - 538 - Net New,Net New,Stage 2,Dash,AMER,7/25/2025,7/31/2025,04/08/2025,04/08/2025,"$4,800",REP 21,REP 57,04/07/2025,108,Not Run-Rate,AMER,Cho Chang,Pipeline
539,OPP - 539 - Renewal,Renewal,Stage 5,Core,AMER,4/30/2025,4/30/2025,4/29/2024,03/06/2025,"$4,800",REP 8,REP 8,03/03/2025,366,Not Run-Rate,AMER,Filius Flitwick,Commit
540,OPP - 540 - Renewal,Renewal,Stage 5,Core,AMER,6/20/2025,6/20/2025,6/20/2024,3/17/2025,"$4,800",REP 8,REP 8,3/17/2025,365,Not Run-Rate,AMER,Filius Flitwick,Commit
541,OPP - 541 - Upsell,Upsell,Stage 6,Sign,AMER,04/10/2025,04/10/2025,3/31/2025,3/31/2025,"$4,794",REP 2,REP 2,3/31/2025,10,Not Run-Rate,AMER,Hermione Granger,Commit
542,OPP - 542 - Net New,Net New,Stage 4,Core,AMER,4/30/2025,4/30/2025,1/15/2025,1/28/2025,"$4,743",REP 15,REP 15,1/27/2025,105,Not Run-Rate,AMER,Hermione Granger,Best Case
543,OPP - 543 - Renewal,Renewal,Stage 2,Core,JAPAN,7/19/2025,7/19/2025,7/14/2022,3/27/2023,"$4,731",REP 5,REP 5,3/27/2023,1101,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
544,OPP - 544 - Renewal,Renewal,Stage 5,Dash,AMER,06/01/2025,06/01/2025,06/10/2024,2/27/2025,"$4,710",REP 8,REP 8,2/24/2025,356,Not Run-Rate,AMER,Filius Flitwick,Commit
545,OPP - 545 - Renewal,Renewal,Stage 2,Core,AMER,5/18/2025,5/18/2025,5/24/2024,5/24/2024,"$4,709",REP 50,REP 50,5/20/2024,359,Not Run-Rate,AMER,Harry Potter,Pipeline
546,OPP - 546 - Renewal,Renewal,Stage 5,Core,AMER,07/10/2025,07/10/2025,6/30/2022,04/10/2025,"$4,699",REP 12,REP 12,04/07/2025,1106,Not Run-Rate,AMER,Harry Potter,Commit
547,OPP - 547 - Upsell,Upsell,Stage 5,Core,JAPAN,07/01/2025,07/01/2025,01/05/2025,01/06/2025,"$4,675",REP 18,REP 18,01/06/2025,177,Not Run-Rate,JAPAN,Colin Creevey,Commit
548,OPP - 548 - Renewal,Renewal,Stage 3,Core,EMEA,5/21/2025,10/01/2026,10/01/2023,01/09/2024,"$4,670",REP 31,REP 31,01/08/2024,598,Not Run-Rate,EMEA,Terry Boot,Pipeline
549,OPP - 549 - Renewal,Renewal,Stage 5,Core,APAC,05/01/2025,05/01/2025,04/04/2024,02/02/2025,"$4,667",REP 30,REP 30,1/31/2025,392,Not Run-Rate,APAC,Severus Snape,Commit
550,OPP - 550 - Renewal,Renewal,Stage 3,Core,AMER,5/31/2025,5/31/2025,5/23/2024,1/31/2025,"$4,650",REP 6,REP 6,1/27/2025,373,Not Run-Rate,AMER,Cho Chang,Pipeline
551,OPP - 551 - Renewal,Renewal,Stage 4,Core,AMER,06/10/2025,06/10/2025,6/19/2024,03/12/2025,"$4,648",REP 44,REP 44,03/10/2025,356,Not Run-Rate,AMER,Cho Chang,Best Case
552,OPP - 552 - Upsell,Upsell,Stage 5,Core,AMER,4/14/2025,4/14/2025,1/15/2025,1/15/2025,"$4,619",REP 62,REP 62,1/13/2025,89,Not Run-Rate,AMER,Harry Potter,Commit
553,OPP - 553 - Renewal,Renewal,Stage 3,Core,EMEA,6/29/2025,6/29/2025,6/29/2024,1/21/2025,"$4,616",REP 9,REP 9,1/20/2025,365,Not Run-Rate,EMEA,Amelia Bones,Pipeline
554,OPP - 554 - Renewal,Renewal,Stage 5,Core,AMER,6/20/2025,6/20/2025,6/20/2024,2/25/2025,"$4,608",REP 56,REP 56,2/24/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
555,OPP - 555 - Renewal,Renewal,Stage 6,Core,EMEA,06/06/2025,06/06/2025,06/06/2022,11/02/2023,"$4,595",REP 49,REP 49,10/30/2023,1096,Not Run-Rate,EMEA,Ron Weasley,Commit
556,OPP - 556 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,6/30/2025,04/07/2025,04/07/2025,"$4,595",REP 66,REP 66,04/07/2025,84,Not Run-Rate,EMEA,Terry Boot,Pipeline
557,OPP - 557 - Upsell,Upsell,Stage 5,Core,APAC,06/12/2025,06/12/2025,3/14/2025,3/14/2025,"$4,507",REP 30,REP 30,03/10/2025,90,Not Run-Rate,APAC,Severus Snape,Commit
558,OPP - 558 - Renewal,Renewal,Stage 2,Core,EMEA,6/13/2025,6/13/2025,06/10/2024,06/10/2024,"$4,501",REP 51,REP 51,06/10/2024,368,Not Run-Rate,EMEA,Cho Chang,Pipeline
559,OPP - 559 - Net New,Net New,Stage 2,Core,AMER,9/30/2025,9/30/2025,10/15/2024,10/15/2024,"$4,500",REP 25,REP 25,10/14/2024,350,Not Run-Rate,AMER,Harry Potter,Pipeline
560,OPP - 560 - Net New,Net New,Stage 2,Sign,AMER,5/30/2025,5/30/2025,10/15/2024,10/15/2024,"$4,500",REP 44,REP 44,10/14/2024,227,Not Run-Rate,AMER,Cho Chang,Pipeline
561,OPP - 561 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,3/31/2025,2/26/2025,2/26/2025,"$4,500",REP 53,REP 53,2/24/2025,124,Not Run-Rate,AMER,Cho Chang,Pipeline
562,OPP - 562 - Net New,Net New,Stage 4,Sign,AMER,5/30/2025,12/30/2024,12/02/2024,12/02/2024,"$4,488",REP 50,REP 50,12/02/2024,179,Not Run-Rate,AMER,Harry Potter,Best Case
563,OPP - 563 - Renewal,Renewal,Stage 5,Core,EMEA,08/10/2025,08/10/2025,10/12/2023,10/13/2023,"$4,460",REP 24,REP 24,10/09/2023,668,Not Run-Rate,EMEA,Amelia Bones,Commit
564,OPP - 564 - Net New,Net New,Stage 3,Sign,EMEA,4/17/2025,12/16/2024,10/14/2024,10/14/2024,"$4,446",REP 46,REP 46,10/14/2024,185,Not Run-Rate,EMEA,Amelia Bones,Pipeline
565,OPP - 565 - Upsell,Upsell,Stage 2,Core,APAC,5/31/2025,3/31/2025,2/26/2025,2/26/2025,"$4,384",REP 23,REP 23,2/24/2025,94,Not Run-Rate,APAC,Severus Snape,Pipeline
566,OPP - 566 - Net New,Net New,Stage 2,Sign,EMEA,5/31/2025,07/01/2024,05/07/2024,05/07/2024,"$4,365",REP 66,REP 66,05/06/2024,389,Not Run-Rate,EMEA,Terry Boot,Pipeline
567,OPP - 567 - Renewal,Renewal,Stage 2,Core,AMER,08/11/2025,08/11/2025,08/07/2024,08/07/2024,"$4,320",REP 53,REP 53,08/05/2024,369,Not Run-Rate,AMER,Cho Chang,Pipeline
568,OPP - 568 - Renewal,Renewal,Stage 5,Core,AMER,4/25/2025,4/25/2025,4/25/2023,1/26/2025,"$4,320",REP 36,REP 36,1/24/2025,731,Not Run-Rate,AMER,Harry Potter,Commit
569,OPP - 569 - Upsell,Upsell,Stage 5,Core,AMER,05/01/2025,05/01/2025,02/02/2025,02/02/2025,"$4,313",REP 29,REP 29,1/31/2025,88,Not Run-Rate,AMER,Susan Bones,Commit
570,OPP - 570 - Renewal,Renewal,Stage 5,Core,EMEA,06/10/2025,06/10/2025,05/09/2024,03/11/2025,"$4,294",REP 24,REP 24,03/10/2025,397,Not Run-Rate,EMEA,Amelia Bones,Commit
571,OPP - 571 - Renewal,Renewal,Stage 5,Core,APAC,5/31/2025,5/31/2025,7/23/2022,03/04/2025,"$4,244",REP 30,REP 30,03/03/2025,1043,Not Run-Rate,APAC,Severus Snape,Commit
572,OPP - 572 - Upsell,Upsell,Stage 5,Core,EMEA,5/17/2025,5/17/2025,2/17/2025,2/17/2025,"$4,224",REP 24,REP 24,2/17/2025,89,Not Run-Rate,EMEA,Amelia Bones,Commit
573,OPP - 573 - Renewal,Renewal,Stage 5,Sign,AMER,4/30/2025,4/18/2025,9/17/2024,03/10/2025,"$4,224",REP 44,REP 44,03/10/2025,225,Not Run-Rate,AMER,Cho Chang,Commit
574,OPP - 574 - Upsell,Upsell,Stage 5,Core,EMEA,5/31/2025,5/31/2025,03/10/2025,03/10/2025,"$4,210",REP 24,REP 24,03/10/2025,82,Not Run-Rate,EMEA,Amelia Bones,Commit
575,OPP - 575 - Upsell,Upsell,Stage 2,Dash,AMER,6/20/2025,6/20/2025,03/06/2025,03/06/2025,"$4,200",REP 3,REP 3,03/03/2025,106,Not Run-Rate,AMER,Susan Bones,Pipeline
576,OPP - 576 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,6/30/2025,04/04/2025,04/08/2025,"$4,200",REP 14,REP 81,04/07/2025,87,Not Run-Rate,DASH,Remus Lupin,Pipeline
577,OPP - 577 - Net New,Net New,Stage 3,Dash,AMER,5/30/2025,4/30/2025,3/19/2025,3/20/2025,"$4,200",REP 54,REP 54,3/17/2025,72,Not Run-Rate,AMER,Filius Flitwick,Pipeline
578,OPP - 578 - Net New,Net New,Stage 5,Dash,AMER,4/14/2025,4/14/2025,03/10/2025,03/11/2025,"$4,200",REP 16,NOT ASSIGNED,03/10/2025,35,Not Run-Rate,DASH,Remus Lupin,Commit
579,OPP - 579 - Renewal,Renewal,Stage 5,Core,AMER,4/27/2025,4/27/2025,4/27/2024,2/15/2025,"$4,200",REP 40,REP 40,2/14/2025,365,Not Run-Rate,AMER,Harry Potter,Commit
580,OPP - 580 - Upsell,Upsell,Stage 5,Core,AMER,6/18/2025,6/18/2025,3/20/2025,3/20/2025,"$4,155",REP 3,REP 3,3/17/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
581,OPP - 581 - Net New,Net New,Stage 2,Core,EMEA,4/30/2025,1/31/2025,12/19/2024,12/19/2024,"$4,134",REP 9,REP 9,12/16/2024,132,Not Run-Rate,EMEA,Amelia Bones,Pipeline
582,OPP - 582 - Renewal,Renewal,Stage 2,Core,AMER,6/28/2025,6/28/2025,6/27/2024,10/02/2024,"$4,128",REP 59,REP 59,9/30/2024,366,Not Run-Rate,AMER,Cho Chang,Pipeline
583,OPP - 583 - Upsell,Upsell,Stage 5,Core,AMER,6/30/2025,6/30/2025,04/01/2025,04/01/2025,"$4,118",REP 36,REP 36,3/31/2025,90,Not Run-Rate,AMER,Harry Potter,Commit
584,OPP - 584 - Upsell,Upsell,Stage 5,Core,AMER,05/06/2025,05/06/2025,02/05/2025,02/05/2025,"$4,080",REP 39,REP 39,02/03/2025,90,Not Run-Rate,AMER,Filius Flitwick,Commit
585,OPP - 585 - Upsell,Upsell,Stage 5,Core,EMEA,06/08/2025,06/08/2025,03/10/2025,03/10/2025,"$4,070",REP 24,REP 24,03/10/2025,90,Not Run-Rate,EMEA,Amelia Bones,Commit
586,OPP - 586 - Renewal,Renewal,Stage 5,Core,AMER,5/23/2025,5/23/2025,06/04/2024,2/19/2025,"$4,065",REP 22,REP 22,2/17/2025,353,Not Run-Rate,AMER,Filius Flitwick,Commit
587,OPP - 587 - Renewal,Renewal,Stage 5,Core,AMER,05/01/2025,05/01/2025,04/02/2024,3/28/2025,"$4,050",REP 22,REP 22,3/24/2025,394,Not Run-Rate,AMER,Filius Flitwick,Commit
588,OPP - 588 - Renewal,Renewal,Stage 2,Core,EMEA,05/08/2025,05/08/2025,05/09/2024,1/16/2025,"$4,042",REP 51,REP 51,1/13/2025,364,Not Run-Rate,EMEA,Cho Chang,Pipeline
589,OPP - 589 - Upsell,Upsell,Stage 2,Dash,AMER,6/30/2025,3/31/2025,01/10/2025,1/16/2025,"$4,000",REP 27,REP 42,1/13/2025,171,Not Run-Rate,AMER,Filius Flitwick,Pipeline
590,OPP - 590 - Net New,Net New,Stage 2,Core,AMER,9/30/2025,2/24/2025,02/11/2025,02/11/2025,"$3,994",REP 19,REP 19,02/10/2025,231,Not Run-Rate,AMER,Susan Bones,Pipeline
591,OPP - 591 - Upsell,Upsell,Stage 5,Core,AMER,06/09/2025,06/09/2025,03/12/2025,03/12/2025,"$3,990",REP 50,REP 50,03/10/2025,89,Not Run-Rate,AMER,Harry Potter,Commit
592,OPP - 592 - Upsell,Upsell,Stage 3,Core,AMER,6/30/2025,04/01/2025,1/31/2025,02/12/2025,"$3,984",REP 40,REP 40,02/10/2025,150,Not Run-Rate,AMER,Harry Potter,Pipeline
593,OPP - 593 - Renewal,Renewal,Stage 2,Core,AMER,8/15/2025,8/15/2025,8/13/2024,9/19/2024,"$3,946",REP 12,REP 12,9/16/2024,367,Not Run-Rate,AMER,Harry Potter,Pipeline
594,OPP - 594 - Renewal,Renewal,Stage 5,Core,AMER,5/31/2025,5/31/2025,5/31/2024,03/02/2025,"$3,900",REP 58,REP 58,2/28/2025,365,Not Run-Rate,AMER,Harry Potter,Commit
595,OPP - 595 - Renewal,Renewal,Stage 5,Core,AMER,06/05/2025,06/05/2025,06/05/2024,3/17/2025,"$3,900",REP 67,REP 67,3/17/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
596,OPP - 596 - Renewal,Renewal,Stage 3,Core,EMEA,7/29/2025,7/29/2025,08/04/2022,04/01/2025,"$3,860",REP 45,REP 45,3/31/2025,1090,Not Run-Rate,EMEA,Terry Boot,Pipeline
597,OPP - 597 - Upsell,Upsell,Stage 5,Core,EMEA,4/19/2025,4/19/2025,1/20/2025,1/20/2025,"$3,858",REP 46,REP 46,1/20/2025,89,Not Run-Rate,EMEA,Amelia Bones,Commit
598,OPP - 598 - Upsell,Upsell,Stage 5,Core,EMEA,05/02/2025,05/02/2025,02/03/2025,02/03/2025,"$3,858",REP 51,REP 51,02/03/2025,88,Not Run-Rate,EMEA,Cho Chang,Commit
599,OPP - 599 - Renewal,Renewal,Stage 5,Core,AMER,4/28/2025,4/28/2025,04/11/2024,12/11/2024,"$3,858",REP 42,REP 42,12/09/2024,382,Not Run-Rate,AMER,Filius Flitwick,Commit
600,OPP - 600 - Renewal,Renewal,Stage 2,Core,AMER,6/26/2025,6/26/2025,6/26/2024,2/26/2025,"$3,840",REP 59,REP 59,2/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
601,OPP - 601 - Renewal,Renewal,Stage 5,Core,AMER,4/16/2025,4/16/2025,4/16/2024,12/19/2024,"$3,838",REP 56,REP 56,12/16/2024,365,Not Run-Rate,AMER,Cho Chang,Commit
602,OPP - 602 - Renewal,Renewal,Stage 5,Core,AMER,5/31/2025,5/31/2025,5/31/2023,03/07/2025,"$3,795",REP 22,REP 22,03/03/2025,731,Not Run-Rate,AMER,Filius Flitwick,Commit
603,OPP - 603 - Upsell,Upsell,Stage 5,Core,EMEA,5/19/2025,5/19/2025,2/20/2025,2/20/2025,"$3,782",REP 17,REP 17,2/17/2025,88,Not Run-Rate,EMEA,Amelia Bones,Commit
604,OPP - 604 - Upsell,Upsell,Stage 4,Core,AMER,05/03/2025,05/03/2025,12/04/2024,12/04/2024,"$3,770",REP 25,REP 25,12/02/2024,150,Not Run-Rate,AMER,Harry Potter,Best Case
605,OPP - 605 - Net New,Net New,Stage 2,Core,AMER,4/30/2025,4/30/2025,3/24/2025,3/25/2025,"$3,744",REP 32,REP 32,3/24/2025,37,Not Run-Rate,AMER,Hermione Granger,Pipeline
606,OPP - 606 - Renewal,Renewal,Stage 2,Core,AMER,06/06/2025,06/06/2025,06/06/2024,2/20/2025,"$3,744",REP 64,REP 64,2/17/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
607,OPP - 607 - Renewal,Renewal,Stage 2,Core,AMER,7/16/2025,7/16/2025,07/08/2024,07/08/2024,"$3,744",REP 8,REP 8,07/08/2024,373,Not Run-Rate,AMER,Filius Flitwick,Pipeline
608,OPP - 608 - Net New,Net New,Stage 2,Dash,EMEA,4/30/2025,3/31/2025,2/24/2025,2/24/2025,"$3,734",REP 13,NOT ASSIGNED,2/24/2025,65,Not Run-Rate,DASH,Remus Lupin,Pipeline
609,OPP - 609 - Renewal,Renewal,Stage 4,Core,AMER,7/27/2025,7/27/2025,7/29/2024,04/01/2025,"$3,726",REP 47,REP 47,3/31/2025,363,Not Run-Rate,AMER,Cho Chang,Best Case
610,OPP - 610 - Upsell,Upsell,Stage 5,Core,AMER,6/17/2025,6/17/2025,3/19/2025,3/19/2025,"$3,708",REP 20,REP 20,3/17/2025,90,Not Run-Rate,AMER,Filius Flitwick,Commit
611,OPP - 611 - Renewal,Renewal,Stage 2,Core,AMER,05/06/2025,05/06/2025,05/06/2024,3/28/2025,"$3,698",REP 22,REP 22,3/24/2025,365,Not Run-Rate,AMER,Filius Flitwick,Pipeline
612,OPP - 612 - Renewal,Renewal,Stage 4,Sign,AMER,5/14/2025,5/14/2025,5/17/2022,04/03/2025,"$3,696",REP 1,REP 1,3/31/2025,1093,Not Run-Rate,AMER,Rubeus Hagrid,Best Case
613,OPP - 613 - Renewal,Renewal,Stage 2,Core,EMEA,04/12/2025,04/12/2025,04/12/2024,1/16/2025,"$3,690",REP 51,REP 51,1/13/2025,365,Not Run-Rate,EMEA,Cho Chang,Pipeline
614,OPP - 614 - Upsell,Upsell,Stage 5,Core,AMER,6/16/2025,6/16/2025,3/18/2025,3/18/2025,"$3,620",REP 6,REP 6,3/17/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
615,OPP - 615 - Net New,Net New,Stage 2,Send,AMER,4/30/2025,3/31/2025,10/01/2024,10/01/2024,"$3,600",REP 65,REP 65,9/30/2024,211,Not Run-Rate,AMER,Cho Chang,Pipeline
616,OPP - 616 - Net New,Net New,Stage 2,Send,AMER,6/30/2025,3/31/2025,10/21/2024,10/21/2024,"$3,600",REP 6,REP 6,10/21/2024,252,Not Run-Rate,AMER,Cho Chang,Pipeline
617,OPP - 617 - Upsell,Upsell,Stage 5,Core,AMER,05/12/2025,05/12/2025,02/11/2025,02/11/2025,"$3,600",REP 50,REP 50,02/10/2025,90,Not Run-Rate,AMER,Harry Potter,Commit
618,OPP - 618 - Renewal,Renewal,Stage 2,Core,AMER,6/30/2025,6/30/2025,6/28/2024,03/03/2025,"$3,564",REP 59,REP 59,03/03/2025,367,Not Run-Rate,AMER,Cho Chang,Pipeline
619,OPP - 619 - Renewal,Renewal,Stage 4,Sign,AMER,06/05/2025,06/05/2025,6/14/2024,03/12/2025,"$3,564",REP 44,REP 44,03/10/2025,356,Not Run-Rate,AMER,Cho Chang,Best Case
620,OPP - 620 - Upsell,Upsell,Stage 2,Core,AMER,4/30/2025,1/31/2025,10/09/2024,10/09/2024,"$3,552",REP 65,REP 65,10/07/2024,203,Not Run-Rate,AMER,Cho Chang,Pipeline
621,OPP - 621 - Upsell,Upsell,Stage 5,Core,AMER,05/10/2025,05/10/2025,02/11/2025,02/11/2025,"$3,549",REP 22,REP 22,02/10/2025,88,Not Run-Rate,AMER,Filius Flitwick,Commit
622,OPP - 622 - Net New,Net New,Stage 2,Core,JAPAN,9/25/2025,6/30/2023,03/02/2023,03/02/2023,"$3,532",REP 11,REP 11,2/27/2023,938,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
623,OPP - 623 - Renewal,Renewal,Stage 5,Core,AMER,4/24/2025,4/24/2025,4/26/2024,1/27/2025,"$3,528",REP 59,REP 59,1/27/2025,363,Not Run-Rate,AMER,Cho Chang,Commit
624,OPP - 624 - Upsell,Upsell,Stage 5,Core,EMEA,05/12/2025,05/12/2025,02/11/2025,02/11/2025,"$3,523",REP 51,REP 51,02/10/2025,90,Not Run-Rate,EMEA,Cho Chang,Commit
625,OPP - 625 - Renewal,Renewal,Stage 5,Core,EMEA,5/19/2025,5/19/2025,5/21/2024,03/06/2025,"$3,515",REP 66,REP 66,03/03/2025,363,Not Run-Rate,EMEA,Terry Boot,Commit
626,OPP - 626 - Renewal,Renewal,Stage 3,Core,AMER,6/13/2025,6/13/2025,6/13/2024,2/21/2025,"$3,499",REP 64,REP 64,2/17/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
627,OPP - 627 - Renewal,Renewal,Stage 2,Core,AMER,05/12/2025,05/12/2025,4/22/2024,4/22/2024,"$3,456",REP 6,REP 6,4/22/2024,385,Not Run-Rate,AMER,Cho Chang,Pipeline
628,OPP - 628 - Upsell,Upsell,Stage 3,Core,EMEA,5/28/2025,8/15/2024,07/03/2024,07/03/2024,"$3,446",REP 31,REP 31,07/01/2024,329,Not Run-Rate,EMEA,Terry Boot,Pipeline
629,OPP - 629 - Renewal,Renewal,Stage 2,Core,AMER,6/30/2025,6/30/2025,6/24/2024,3/27/2025,"$3,392",REP 36,REP 36,3/24/2025,371,Not Run-Rate,AMER,Harry Potter,Pipeline
630,OPP - 630 - Upsell,Upsell,Stage 6,Core,AMER,4/16/2025,04/11/2025,04/11/2025,04/11/2025,"$3,384",REP 58,REP 58,04/07/2025,5,Run-Rate,AMER,Harry Potter,Commit
631,OPP - 631 - Upsell,Upsell,Stage 6,Sign,AMER,4/30/2025,1/13/2025,09/12/2024,09/12/2024,"$3,329",REP 44,REP 44,09/09/2024,230,Not Run-Rate,AMER,Cho Chang,Commit
632,OPP - 632 - Net New,Net New,Stage 2,Sign,AMER,4/30/2025,4/30/2025,02/07/2025,02/07/2025,"$3,300",REP 2,REP 2,02/03/2025,82,Not Run-Rate,AMER,Hermione Granger,Pipeline
633,OPP - 633 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,05/01/2025,3/24/2025,3/24/2025,"$3,300",REP 2,REP 2,3/24/2025,98,Not Run-Rate,AMER,Hermione Granger,Pipeline
634,OPP - 634 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,07/01/2025,04/03/2025,04/03/2025,"$3,300",REP 2,REP 2,3/31/2025,88,Not Run-Rate,AMER,Hermione Granger,Pipeline
635,OPP - 635 - Net New,Net New,Stage 3,Sign,AMER,5/23/2025,2/22/2025,01/08/2025,1/15/2025,"$3,300",REP 2,REP 84,1/13/2025,135,Not Run-Rate,AMER,Hermione Granger,Pipeline
636,OPP - 636 - Net New,Net New,Stage 3,Sign,AMER,6/30/2025,04/03/2025,03/04/2025,03/04/2025,"$3,300",REP 2,REP 2,03/03/2025,118,Not Run-Rate,AMER,Hermione Granger,Pipeline
637,OPP - 637 - Net New,Net New,Stage 5,Sign,AMER,06/01/2025,05/01/2025,04/07/2025,04/07/2025,"$3,300",REP 2,REP 2,04/07/2025,55,Not Run-Rate,AMER,Hermione Granger,Commit
638,OPP - 638 - Renewal,Renewal,Stage 2,Core,AMER,4/30/2025,4/30/2025,4/30/2024,05/01/2024,"$3,299",REP 32,REP 32,4/29/2024,365,Not Run-Rate,AMER,Hermione Granger,Pipeline
639,OPP - 639 - Renewal,Renewal,Stage 6,Core,EMEA,4/25/2025,4/25/2025,04/04/2024,04/04/2024,"$3,217",REP 45,REP 45,04/01/2024,386,Not Run-Rate,EMEA,Terry Boot,Commit
640,OPP - 640 - Renewal,Renewal,Stage 2,Core,EMEA,7/14/2025,7/14/2025,7/14/2024,3/17/2025,"$3,215",REP 51,REP 51,3/17/2025,365,Not Run-Rate,EMEA,Cho Chang,Pipeline
641,OPP - 641 - Renewal,Renewal,Stage 5,Core,EMEA,5/24/2025,5/24/2025,5/21/2024,2/25/2025,"$3,215",REP 17,REP 17,2/24/2025,368,Not Run-Rate,EMEA,Amelia Bones,Commit
642,OPP - 642 - Renewal,Renewal,Stage 2,Core,AMER,06/12/2025,06/12/2025,4/29/2024,02/12/2025,"$3,189",REP 12,REP 12,02/10/2025,409,Not Run-Rate,AMER,Harry Potter,Pipeline
643,OPP - 643 - Upsell,Upsell,Stage 2,Core,APAC,5/29/2025,10/14/2024,10/13/2024,10/13/2024,"$3,184",REP 23,REP 23,10/11/2024,228,Not Run-Rate,APAC,Severus Snape,Pipeline
644,OPP - 644 - Net New,Net New,Stage 5,Core,AMER,4/30/2025,4/30/2025,2/19/2025,2/19/2025,"$3,168",REP 15,REP 15,2/17/2025,70,Not Run-Rate,AMER,Hermione Granger,Commit
645,OPP - 645 - Renewal,Renewal,Stage 6,Core,AMER,5/21/2025,5/21/2025,5/28/2024,3/28/2025,"$3,150",REP 58,REP 58,3/24/2025,358,Not Run-Rate,AMER,Harry Potter,Commit
646,OPP - 646 - Upsell,Upsell,Stage 5,Core,EMEA,5/15/2025,5/15/2025,2/18/2025,2/18/2025,"$3,127",REP 68,REP 68,2/17/2025,86,Not Run-Rate,EMEA,Ron Weasley,Commit
647,OPP - 647 - Upsell,Upsell,Stage 3,Core,AMER,6/30/2025,6/30/2025,11/04/2024,11/26/2024,"$3,120",REP 25,REP 25,11/25/2024,238,Not Run-Rate,AMER,Harry Potter,Pipeline
648,OPP - 648 - Renewal,Renewal,Stage 2,Core,AMER,6/22/2025,6/22/2025,6/24/2024,9/30/2024,"$3,110",REP 1,REP 1,9/30/2024,363,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
649,OPP - 649 - Renewal,Renewal,Stage 2,Core,AMER,5/18/2025,5/18/2025,5/19/2022,3/31/2025,"$3,075",REP 54,REP 54,3/31/2025,1095,Not Run-Rate,AMER,Filius Flitwick,Pipeline
650,OPP - 650 - Net New,Net New,Stage 3,Dash,EMEA,6/30/2025,6/30/2025,12/10/2024,12/10/2024,"$3,062",REP 13,REP 51,12/09/2024,202,Not Run-Rate,EMEA,Cho Chang,Pipeline
651,OPP - 651 - Renewal,Renewal,Stage 6,Core,AMER,05/10/2025,04/09/2025,05/10/2024,04/09/2025,"$3,048",REP 14,REP 14,04/07/2025,365,Not Run-Rate,AMER,Hermione Granger,Commit
652,OPP - 652 - Upsell,Upsell,Stage 5,Core,AMER,05/03/2025,05/03/2025,02/04/2025,02/04/2025,"$3,014",REP 42,REP 42,02/03/2025,88,Not Run-Rate,AMER,Filius Flitwick,Commit
653,OPP - 653 - Upsell,Upsell,Stage 2,Dash,AMER,4/30/2025,12/17/2024,12/17/2024,12/17/2024,"$3,000",REP 62,REP 62,12/16/2024,134,Not Run-Rate,AMER,Harry Potter,Best Case
654,OPP - 654 - Net New,Net New,Stage 2,Core,AMER,5/30/2025,5/30/2025,2/26/2025,2/26/2025,"$3,000",REP 44,REP 44,2/24/2025,93,Not Run-Rate,AMER,Cho Chang,Pipeline
655,OPP - 655 - Net New,Net New,Stage 2,Dash,AMER,05/01/2025,05/01/2025,3/17/2025,3/26/2025,"$3,000",REP 21,NOT ASSIGNED,3/24/2025,45,Not Run-Rate,DASH,Remus Lupin,Pipeline
656,OPP - 656 - Net New,Net New,Stage 2,Dash,AMER,5/19/2025,5/19/2025,04/04/2025,04/11/2025,"$3,000",REP 21,NOT ASSIGNED,04/07/2025,45,Not Run-Rate,DASH,Remus Lupin,Pipeline
657,OPP - 657 - Net New,Net New,Stage 2,Sign,AMER,6/14/2025,6/14/2025,04/09/2025,04/10/2025,"$3,000",REP 69,REP 69,04/07/2025,66,Not Run-Rate,AMER,Cho Chang,Pipeline
